anno,IstatComune,Regione,Provincia,Comune,Popolazione,Dato riferito a,Frazione umida(1) (t),Verde (t),Carta e cartone (t),Vetro (t),Legno (t),Metallo (t),Plastica (t),RAEE (t),Tessili (t),Selettiva (t),Rifiuti da C e D (t),Pulizia stradale a recupero (t),Ingombranti misti a recupero (t),Altro (t),Totale RD (t),Ingombranti a smaltimento (t),Indifferenziato (t),Totale RU (t),Percentuale RD (%)
2022,060053,Lazio,Frosinone,PIGLIO,4375,Comune,443.160,-,166.039,150.512,-,16.071,73.196,10.800,-,0.434,1.180,11.500,30.840,45.392,949.124,-,430.340,1379.464,68.80
2022,060054,Lazio,Frosinone,PIGNATARO INTERAMNA,2425,Comune,117.440,-,85.180,133.886,-,6.817,24.717,1.240,-,0.065,-,-,31.420,9.639,410.405,-,416.060,826.465,49.66
2022,060055,Lazio,Frosinone,POFI,3920,Comune,-,-,110.130,136.380,-,13.385,120.465,14.936,6.060,0.150,-,-,24.230,-,425.736,-,668.620,1094.356,38.90
2022,060056,Lazio,Frosinone,PONTECORVO,12333,Comune,216.380,-,180.540,175.209,-,8.651,34.501,11.560,0.700,0.320,-,-,8.760,12.219,648.840,-,4010.800,4659.640,13.93
2022,060057,Lazio,Frosinone,POSTA FIBRENO,1021,Comune,52.470,-,28.747,72.774,0.353,2.838,10.706,1.430,2.410,-,-,-,1.020,4.423,177.170,-,197.120,374.290,47.34
2022,060058,Lazio,Frosinone,RIPI,5006,Comune,405.400,-,192.530,256.571,-,12.876,46.676,14.730,16.990,-,-,-,34.000,18.187,997.960,-,860.660,1858.620,53.69
2022,060059,Lazio,Frosinone,ROCCA D'ARCE,885,Comune,61.960,-,22.950,30.830,-,-,58.440,3.720,-,-,-,-,8.120,-,186.020,-,89.440,275.460,67.53
2022,060060,Lazio,Frosinone,ROCCASECCA,6866,Comune,559.380,19.670,239.230,234.440,-,45.000,106.000,5.660,-,0.160,-,0.850,38.780,113.330,1362.500,-,840.740,2203.240,61.84
2022,060061,Lazio,Frosinone,SAN BIAGIO SARACINISCO,297,Aggregazione: Unione Comuni 'Val Comino',-,-,243.382,184.714,1.764,10.840,92.624,6.782,-,0.100,-,-,10.198,16.891,567.295,-,1452.240,2019.535,28.09
2022,060062,Lazio,Frosinone,SAN DONATO VAL DI COMINO,1888,Vedi aggregazione: Unione Comuni 'Val Comino',-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,060063,Lazio,Frosinone,SAN GIORGIO A LIRI,3005,Comune,480.340,-,181.131,241.464,-,-,-,4.250,-,0.550,-,12.020,20.960,53.136,993.851,-,570.040,1563.891,63.55
2022,060064,Lazio,Frosinone,SAN GIOVANNI INCARICO,3049,Comune,233.960,-,74.600,143.473,-,7.639,27.689,13.520,3.770,-,-,-,26.020,10.788,541.460,-,385.080,926.540,58.44
2022,060070,Lazio,Frosinone,SAN VITTORE DEL LAZIO,2404,Comune,170.920,11.160,83.640,137.163,-,5.991,21.723,10.540,1.310,0.081,3.100,-,65.220,11.322,522.171,-,320.240,842.411,61.99
2022,060065,Lazio,Frosinone,SANT'AMBROGIO SUL GARIGLIANO,876,Comune,-,-,32.980,30.400,-,16.680,66.000,1.580,-,-,-,-,11.140,-,158.780,-,31.080,189.860,83.63
2022,060066,Lazio,Frosinone,SANT'ANDREA DEL GARIGLIANO,1292,Comune,65.020,-,26.163,64.186,0.037,4.491,16.165,3.380,-,-,-,-,12.600,6.998,199.040,-,72.840,271.880,73.21
2022,060067,Lazio,Frosinone,SANT'APOLLINARE,1814,Comune,-,-,59.050,62.085,2.967,5.066,20.756,3.260,-,-,-,-,21.220,6.617,181.020,-,299.120,480.140,37.70
2022,060068,Lazio,Frosinone,SANT'ELIA FIUMERAPIDO,5690,Comune,397.800,32.080,191.640,334.214,-,17.147,62.160,9.350,31.180,0.489,28.680,2.840,48.640,24.779,1180.999,-,780.440,1961.439,60.21
2022,060069,Lazio,Frosinone,SANTOPADRE,1186,Comune,-,-,-,37.058,-,0.130,0.470,2.460,-,-,-,-,21.600,0.183,61.900,-,307.380,369.280,16.76
2022,060071,Lazio,Frosinone,SERRONE,2996,Comune,220.320,-,89.310,69.237,-,18.163,112.415,17.390,-,2.088,44.940,-,68.040,15.132,657.035,-,273.860,930.895,70.58
2022,060072,Lazio,Frosinone,SETTEFRATI,713,Vedi aggregazione: Unione Comuni 'Val Comino',-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,060073,Lazio,Frosinone,SGURGOLA,2370,Comune,176.040,0.760,60.877,66.920,-,8.775,29.825,2.770,-,-,-,6.800,22.180,34.386,409.333,-,196.200,605.533,67.60
2022,060074,Lazio,Frosinone,SORA,24884,Comune,2321.420,886.120,1579.185,1261.975,278.706,87.485,559.292,178.750,171.305,9.826,115.870,-,97.900,140.397,7688.230,-,4078.580,11766.810,65.34
2022,060075,Lazio,Frosinone,STRANGOLAGALLI,2306,Comune,80.580,-,105.590,140.982,-,9.325,33.803,6.220,2.120,0.379,-,8.020,10.960,13.171,411.149,-,264.220,675.369,60.88
2022,060076,Lazio,Frosinone,SUPINO,4602,Comune,295.140,-,161.950,292.179,7.260,15.475,57.419,4.684,2.640,-,-,-,17.360,21.168,875.274,-,545.350,1420.624,61.61
2022,060077,Lazio,Frosinone,TERELLE,303,Vedi aggregazione: Unione Comuni 'Val Comino',-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,060078,Lazio,Frosinone,TORRE CAJETANI,1293,Comune,61.060,-,13.234,43.392,0.720,0.977,23.179,1.160,11.280,-,-,-,-,8.794,163.796,5.710,221.810,391.316,41.86
2022,060079,Lazio,Frosinone,TORRICE,4692,Comune,387.160,-,160.830,267.199,-,16.299,59.090,1.900,-,1.160,-,1.420,33.660,23.023,951.741,-,375.640,1327.381,71.70
2022,060080,Lazio,Frosinone,TREVI NEL LAZIO,1718,Comune,156.650,-,70.490,-,3.080,15.158,77.465,4.082,1.420,-,-,-,15.590,40.594,384.530,-,216.920,601.450,63.93
2022,060081,Lazio,Frosinone,TRIVIGLIANO,1613,Comune,122.160,-,35.188,79.364,2.040,4.073,15.606,1.620,11.000,-,-,-,9.050,5.753,285.854,-,155.180,441.034,64.82
2022,060082,Lazio,Frosinone,VALLECORSA,2407,Comune,176.020,-,66.230,155.232,-,9.035,32.717,8.970,-,-,-,-,-,12.746,460.950,24.790,108.740,594.480,77.54
2022,060083,Lazio,Frosinone,VALLEMAIO,892,Comune,-,-,13.440,29.360,-,1.365,25.935,3.480,-,-,-,-,8.100,-,81.680,-,95.180,176.860,46.18
2022,060084,Lazio,Frosinone,VALLEROTONDA,1396,Comune,-,-,-,-,-,-,-,6.000,1.000,0.600,-,-,-,-,7.600,6.600,605.760,619.960,1.23
2022,060085,Lazio,Frosinone,VEROLI,19602,Comune,1252.100,36.850,648.860,1256.589,-,62.726,227.384,49.000,-,4.594,40.680,65.820,165.060,88.881,3898.544,-,3071.480,6970.024,55.93
2022,060086,Lazio,Frosinone,VICALVI,733,Vedi aggregazione: Unione Comuni 'Val Comino',-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,060087,Lazio,Frosinone,VICO NEL LAZIO,2058,Comune,159.820,-,51.210,132.310,-,6.965,25.248,4.010,7.780,-,-,-,12.740,9.837,409.920,-,144.760,554.680,73.90
2022,060088,Lazio,Frosinone,VILLA LATINA,1148,Vedi aggregazione: Unione Comuni 'Val Comino',-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,060089,Lazio,Frosinone,VILLA SANTA LUCIA,2502,Comune,235.660,-,73.920,161.332,-,9.847,35.693,-,10.940,-,-,-,9.100,13.908,550.400,-,249.020,799.420,68.85
2022,060090,Lazio,Frosinone,VILLA SANTO STEFANO,1612,Comune,87.400,-,38.660,123.781,-,5.933,21.507,-,2.770,0.057,-,-,-,8.380,288.487,-,164.100,452.587,63.74
2022,060091,Lazio,Frosinone,VITICUSO,304,Vedi aggregazione: Unione Comuni 'Val Comino',-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,059001,Lazio,Latina,APRILIA,74126,Comune,8440.600,1440.370,3269.470,3767.536,1027.270,588.638,1175.403,428.045,130.290,81.427,698.790,426.460,1056.880,447.213,22978.392,-,9632.920,32611.312,70.46
2022,059002,Lazio,Latina,BASSIANO,1440,Comune,135.440,20.040,29.440,47.588,-,7.362,26.693,9.940,-,0.170,-,-,32.840,10.410,319.922,-,185.300,505.222,63.32
2022,059003,Lazio,Latina,CAMPODIMELE,560,Comune,51.660,-,13.960,39.679,-,1.386,5.025,2.060,0.230,-,-,-,-,1.960,115.960,5.110,57.640,178.710,64.89
2022,059004,Lazio,Latina,CASTELFORTE,4025,Comune,424.500,227.230,178.510,179.520,-,16.485,128.950,6.821,-,1.377,-,-,74.110,-,1237.503,-,467.490,1704.993,72.58
2022,059005,Lazio,Latina,CISTERNA DI LATINA,36159,Comune,1709.200,1724.840,1002.720,647.349,325.440,200.889,441.247,82.745,181.740,11.375,-,264.400,129.250,414.456,7135.650,-,10852.280,17987.930,39.67
2022,059006,Lazio,Latina,CORI,10366,Comune,1262.460,17.020,257.640,229.180,-,153.200,257.640,57.505,33.400,0.880,27.220,115.320,400.800,-,2812.265,-,898.340,3710.605,75.79
2022,059007,Lazio,Latina,FONDI,39550,Comune,6577.890,1393.520,2066.360,2814.001,211.180,232.680,628.467,198.543,185.760,15.382,278.120,244.520,1496.920,245.092,16588.435,-,3403.890,19992.325,82.97
2022,059008,Lazio,Latina,FORMIA,37136,Comune,4920.210,1211.700,2011.220,2149.195,553.180,143.464,430.314,122.483,48.050,26.296,335.850,465.220,525.500,152.937,13095.619,-,6088.740,19184.359,68.26
2022,059009,Lazio,Latina,GAETA,19423,Comune,2794.420,167.300,903.800,714.656,-,195.272,1171.632,66.520,45.310,14.600,145.380,248.160,602.480,2.620,7072.150,-,4144.580,11216.730,63.05
2022,059010,Lazio,Latina,ITRI,10357,Comune,1585.490,94.060,525.120,437.960,215.380,111.029,310.811,49.185,33.680,5.910,155.355,50.100,266.460,-,3840.540,-,1114.580,4955.120,77.51
2022,059011,Lazio,Latina,LATINA,127564,Comune,10308.300,2138.420,4932.020,4774.822,1519.130,566.345,1505.322,568.075,93.200,86.010,1081.530,343.830,723.400,576.161,29216.565,-,37123.020,66339.585,44.04
2022,059012,Lazio,Latina,LENOLA,4055,Comune,501.320,-,116.500,128.320,36.880,28.118,97.460,17.960,17.620,-,-,-,23.980,-,968.158,-,421.100,1389.258,69.69
2022,059013,Lazio,Latina,MAENZA,2952,Comune,299.790,-,71.780,116.300,-,26.965,107.855,3.100,2.110,0.210,-,-,47.020,-,675.130,-,230.820,905.950,74.52
2022,059014,Lazio,Latina,MINTURNO,20268,Comune,2501.120,421.960,649.480,956.522,287.780,179.900,536.523,103.330,83.450,16.571,304.020,213.816,520.620,218.035,6993.127,-,3146.504,10139.631,68.97
2022,059015,Lazio,Latina,MONTE SAN BIAGIO,6044,Comune,573.040,74.680,218.830,145.764,33.100,28.031,250.960,17.840,-,-,-,-,31.040,31.885,1405.170,-,730.825,2135.995,65.79
2022,059016,Lazio,Latina,NORMA,3623,Comune,307.940,49.160,-,276.691,-,42.806,155.199,16.955,5.380,1.080,43.720,8.180,178.500,60.525,1146.135,-,248.780,1394.915,82.17
2022,059017,Lazio,Latina,PONTINIA,15046,Comune,1209.520,110.130,832.360,699.435,120.660,177.402,308.300,83.900,62.230,4.250,50.800,122.100,148.680,371.183,4300.950,-,2559.400,6860.350,62.69
2022,059018,Lazio,Latina,PONZA,3289,Comune,-,-,90.140,71.434,-,11.051,40.068,13.900,-,3.200,-,-,95.640,15.626,341.060,-,2350.720,2691.780,12.67
2022,059019,Lazio,Latina,PRIVERNO,13735,Comune,1230.560,19.080,666.440,764.790,1.840,50.770,237.154,28.695,9.100,1.170,85.320,83.780,174.860,72.166,3425.725,-,1670.080,5095.805,67.23
2022,059020,Lazio,Latina,PROSSEDI,1137,Comune,164.560,-,53.320,78.475,-,12.141,44.018,5.728,15.330,0.080,-,-,39.200,17.166,430.018,-,110.660,540.678,79.53
2022,059022,Lazio,Latina,ROCCA MASSIMA,1064,Comune,84.420,-,43.120,64.197,-,9.932,36.009,13.285,3.570,0.500,-,-,21.820,14.043,290.895,-,137.640,428.535,67.88
2022,059021,Lazio,Latina,ROCCAGORGA,4169,Comune,24.370,4.800,119.700,93.809,24.370,14.513,55.278,3.830,-,0.117,11.100,-,27.380,20.520,399.787,-,374.620,774.407,51.63
2022,059023,Lazio,Latina,ROCCASECCA DEI VOLSCI,1043,Comune,58.900,-,18.720,54.197,-,2.391,8.670,2.965,-,0.070,4.620,-,23.280,3.381,177.195,-,143.120,320.315,55.32
2022,059024,Lazio,Latina,SABAUDIA,19434,Comune,2687.120,382.180,848.440,1322.856,-,187.176,678.633,42.640,2.480,10.601,-,169.380,1052.860,264.655,7649.021,-,2718.760,10367.781,73.78
2022,059025,Lazio,Latina,SAN FELICE CIRCEO,10137,Comune,1612.420,1612.680,534.820,1015.545,-,86.194,312.508,76.590,56.540,7.000,152.055,169.660,1193.740,124.253,6954.005,-,1982.820,8936.825,77.81
2022,059026,Lazio,Latina,SANTI COSMA E DAMIANO,6885,Comune,872.380,149.670,230.300,266.770,-,25.650,309.320,13.270,44.060,2.338,1.700,20.640,137.700,-,2073.798,-,691.640,2765.438,74.99
2022,059027,Lazio,Latina,SERMONETA,10037,Comune,1812.020,162.520,402.040,771.906,112.003,-,85.185,38.150,13.120,14.268,-,3.720,157.200,109.295,3681.428,-,1258.620,4940.048,74.52
2022,059028,Lazio,Latina,SEZZE,23697,Comune,1335.240,34.020,535.060,705.080,-,66.480,355.340,30.961,47.795,1.150,64.440,-,168.980,-,3344.546,-,5639.960,8984.506,37.23
2022,059029,Lazio,Latina,SONNINO,7352,Comune,650.800,25.280,137.860,453.831,73.080,24.894,90.257,31.785,-,0.380,-,-,248.240,35.199,1771.605,-,886.860,2658.465,66.64
2022,059030,Lazio,Latina,SPERLONGA,3050,Comune,827.420,49.900,230.800,559.690,-,21.871,79.296,-,-,0.050,-,13.440,70.600,30.924,1883.990,-,713.440,2597.430,72.53
2022,059031,Lazio,Latina,SPIGNO SATURNIA,2852,Comune,460.200,-,113.280,111.570,-,10.035,133.150,4.780,33.940,1.252,0.226,-,43.340,-,911.773,-,181.900,1093.673,83.37
2022,059032,Lazio,Latina,TERRACINA,44720,Comune,6771.170,702.620,2116.240,3551.445,543.560,290.620,763.580,248.915,114.860,27.350,84.420,433.120,1393.240,303.456,17344.595,-,6593.460,23938.055,72.46
2022,059033,Lazio,Latina,VENTOTENE,704,Comune,41.400,-,38.260,74.113,-,2.180,7.905,-,-,-,-,-,75.420,3.083,242.360,-,446.100,688.460,35.20
2022,057001,Lazio,Rieti,ACCUMOLI,522,Comune,-,-,15.620,-,-,-,-,0.510,-,-,-,-,1.720,-,17.850,-,316.470,334.320,5.34
2022,057002,Lazio,Rieti,AMATRICE,2251,Comune,-,-,-,-,-,-,-,0.870,1.610,-,-,-,4.200,-,6.680,-,1058.270,1064.950,0.63
2022,057003,Lazio,Rieti,ANTRODOCO,2334,Comune,201.765,-,71.290,104.183,-,5.144,18.644,8.721,-,-,-,-,19.700,7.264,436.711,-,251.360,688.071,63.47
2022,057004,Lazio,Rieti,ASCREA,212,Comune,10.775,-,5.100,11.100,-,1.004,3.640,2.450,-,-,-,-,6.650,0.710,41.430,-,30.165,71.595,57.87
2022,057005,Lazio,Rieti,BELMONTE IN SABINA,636,Comune,33.760,-,13.900,30.244,-,2.943,10.667,2.376,-,-,-,-,6.620,2.082,102.591,-,81.080,183.671,55.86
2022,057006,Lazio,Rieti,BORBONA,576,Comune,35.340,-,-,-,-,-,-,5.660,1.700,0.010,-,-,9.220,1.080,53.010,-,348.320,401.330,13.21
2022,057008,Lazio,Rieti,BORGO VELINO,925,Comune,91.740,-,36.020,46.184,-,5.113,18.532,5.336,3.050,-,-,-,13.480,3.617,223.071,-,130.005,353.076,63.18
2022,057007,Lazio,Rieti,BORGOROSE,4218,Comune,369.180,-,176.160,237.360,39.330,22.840,136.310,28.705,20.860,3.070,63.270,-,38.400,-,1135.485,-,427.460,1562.945,72.65
2022,057009,Lazio,Rieti,CANTALICE,2438,Comune,189.075,-,57.250,99.119,-,8.203,30.533,9.110,4.440,0.710,-,-,17.600,5.793,421.833,-,242.905,664.738,63.46
2022,057010,Lazio,Rieti,CANTALUPO IN SABINA,1656,Comune,257.605,-,66.064,90.385,-,9.671,29.623,5.835,-,0.221,-,-,6.800,5.295,471.498,-,123.870,595.368,79.19
2022,057011,Lazio,Rieti,CASAPROTA,692,Vedi aggregazione: Unione 'Alta Sabina',-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,057012,Lazio,Rieti,CASPERIA,1178,Comune,85.580,-,40.130,65.633,-,4.452,16.135,4.195,-,0.114,-,-,13.770,3.143,233.151,-,251.840,484.991,48.07
2022,057013,Lazio,Rieti,CASTEL DI TORA,266,Comune,18.865,-,13.840,31.569,-,2.352,8.525,1.302,-,0.210,2.480,-,5.910,1.664,86.717,-,54.065,140.782,61.60
2022,057015,Lazio,Rieti,CASTEL SANT'ANGELO,1174,Comune,111.845,-,33.848,60.137,-,7.545,23.110,4.790,-,-,-,-,15.080,4.131,260.486,-,141.680,402.166,64.77
2022,057014,Lazio,Rieti,CASTELNUOVO DI FARFA,1000,Comune,-,-,-,-,-,-,-,-,1.550,0.740,-,-,-,-,2.290,-,115.855,118.145,1.94
2022,057016,Lazio,Rieti,CITTADUCALE,6443,Comune,699.905,-,299.460,311.079,-,32.317,122.313,17.147,-,-,-,61.800,41.290,22.807,1608.118,-,798.370,2406.488,66.82
2022,057017,Lazio,Rieti,CITTAREALE,401,Comune,-,-,-,8.060,-,-,-,1.680,-,-,-,-,4.980,-,14.720,-,208.320,223.040,6.60
2022,057018,Lazio,Rieti,COLLALTO SABINO,391,Comune,46.400,-,18.590,34.240,-,-,8.901,5.179,-,0.120,-,-,6.040,-,119.469,-,52.705,172.174,69.39
2022,057019,Lazio,Rieti,COLLE DI TORA,363,Comune,18.485,-,13.620,27.788,-,2.164,7.845,2.060,-,-,-,-,2.090,1.528,75.581,-,65.880,141.461,53.43
2022,057020,Lazio,Rieti,COLLEGIOVE,128,Comune,6.790,-,2.620,8.004,-,0.620,2.248,1.120,-,-,-,-,5.390,0.439,27.230,-,15.370,42.600,63.92
2022,057021,Lazio,Rieti,COLLEVECCHIO,1581,Comune,175.609,-,51.210,46.360,3.240,9.770,46.220,-,10.920,-,-,-,2.080,-,345.409,-,98.070,443.479,77.89
2022,057022,Lazio,Rieti,COLLI SUL VELINO,452,Comune,34.220,-,15.900,17.895,-,9.975,9.705,2.015,-,-,-,-,1.480,-,91.190,-,44.350,135.540,67.28
2022,057023,Lazio,Rieti,CONCERVIANO,282,Comune,-,-,-,-,-,-,-,0.440,-,-,-,-,13.840,-,14.280,-,138.190,152.470,9.37
2022,057024,Lazio,Rieti,CONFIGNI,574,Comune,32.340,-,18.210,25.358,-,2.574,9.331,1.773,-,0.074,-,-,2.580,1.818,94.058,-,49.050,143.108,65.73
2022,057025,Lazio,Rieti,CONTIGLIANO,3674,Comune,439.165,62.360,132.680,158.509,-,30.672,57.283,18.170,-,1.320,-,19.430,194.750,10.161,1124.500,-,383.170,1507.670,74.59
2022,057026,Lazio,Rieti,COTTANELLO,526,Comune,23.510,-,12.950,19.461,-,2.105,7.629,3.084,-,0.060,-,-,7.370,1.486,77.655,-,45.630,123.285,62.99
2022,057027,Lazio,Rieti,FARA IN SABINA,13835,Comune,1076.560,48.640,541.160,664.352,-,61.137,221.595,42.960,59.970,6.950,-,95.430,134.940,43.141,2996.835,-,1808.760,4805.595,62.36
2022,057028,Lazio,Rieti,FIAMIGNANO,1194,Comune,101.345,-,32.125,78.772,-,6.901,21.139,7.906,0.640,0.009,-,-,16.230,3.778,268.846,-,143.580,412.426,65.19
2022,057029,Lazio,Rieti,FORANO,3148,Comune,276.890,-,107.224,156.856,-,17.536,53.715,9.671,-,0.321,-,-,21.640,9.601,653.454,-,314.690,968.144,67.50
2022,057030,Lazio,Rieti,FRASSO SABINO,754,Comune,73.475,-,31.170,26.860,-,20.083,8.607,4.655,-,0.180,-,-,10.750,-,175.780,-,72.895,248.675,70.69
2022,057031,Lazio,Rieti,GRECCIO,1495,Comune,194.250,-,90.540,60.080,-,26.101,55.000,2.619,-,-,-,-,9.050,0.300,437.940,-,187.666,625.606,70.00
2022,057032,Lazio,Rieti,LABRO,355,Comune,32.655,-,12.630,28.785,-,2.010,7.286,2.875,-,0.300,-,-,4.010,1.420,91.971,-,55.935,147.906,62.18
2022,057033,Lazio,Rieti,LEONESSA,2110,Comune,-,13.480,41.170,36.500,21.040,-,-,11.030,2.440,0.150,26.280,12.600,14.930,-,179.620,-,1146.380,1326.000,13.55
2022,057034,Lazio,Rieti,LONGONE SABINO,526,Comune,20.975,-,7.655,25.160,-,-,-,5.135,0.970,-,-,-,11.397,-,71.292,-,91.040,162.332,43.92
2022,057035,Lazio,Rieti,MAGLIANO SABINA,3433,Comune,462.826,9.600,241.780,174.940,91.600,51.650,115.480,49.730,18.170,4.940,51.495,-,128.330,-,1400.541,-,356.030,1756.571,79.73
2022,057036,Lazio,Rieti,MARCETELLI,70,Comune,-,-,-,-,1.500,-,-,0.370,-,-,-,-,3.420,-,5.290,-,31.440,36.730,14.40
2022,057037,Lazio,Rieti,MICIGLIANO,113,Comune,-,-,-,-,-,-,-,2.360,-,-,-,-,20.340,-,22.700,-,60.860,83.560,27.17
2022,057038,Lazio,Rieti,MOMPEO,508,Comune,86.417,0.689,15.546,19.497,-,-,16.653,2.721,1.980,0.034,-,-,12.078,-,155.614,-,47.775,203.389,76.51
2022,057039,Lazio,Rieti,MONTASOLA,391,Comune,20.500,-,10.753,16.249,-,2.056,6.297,1.815,-,0.088,-,-,-,1.125,58.883,3.650,33.380,95.913,61.39
2022,057043,Lazio,Rieti,MONTE SAN GIOVANNI IN SABINA,643,Comune,-,-,0.860,1.645,-,0.509,2.936,-,-,-,-,-,-,0.360,6.310,-,278.150,284.460,2.22
2022,057040,Lazio,Rieti,MONTEBUONO,811,Comune,47.725,-,26.550,40.910,-,2.584,9.367,4.870,1.770,0.145,-,-,17.920,3.649,155.490,-,96.790,252.280,61.63
2022,057041,Lazio,Rieti,MONTELEONE SABINO,1169,Comune,-,-,-,-,-,-,-,-,1.550,0.890,-,-,-,-,2.440,-,222.275,224.715,1.09
2022,057042,Lazio,Rieti,MONTENERO SABINO,276,Vedi aggregazione: Unione 'Alta Sabina',-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,057044,Lazio,Rieti,MONTOPOLI DI SABINA,4084,Comune,402.085,-,151.835,194.195,-,24.048,73.661,9.285,-,0.133,-,-,36.280,13.166,904.687,-,290.120,1194.807,75.72
2022,057045,Lazio,Rieti,MORRO REATINO,321,Comune,22.145,-,13.040,17.543,-,1.655,5.999,3.530,1.000,0.050,-,-,5.440,1.169,71.571,-,37.540,109.111,65.60
2022,057046,Lazio,Rieti,NESPOLO,194,Comune,15.170,-,5.540,11.145,-,-,10.790,2.000,-,-,-,-,5.460,-,50.105,-,28.470,78.575,63.77
2022,057047,Lazio,Rieti,ORVINIO,396,Vedi aggregazione: Unione 'Alta Sabina',-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,057048,Lazio,Rieti,PAGANICO,156,Comune,13.990,-,5.810,12.521,-,1.099,3.983,2.540,-,-,-,-,7.160,0.777,47.880,-,35.975,83.855,57.10
2022,057049,Lazio,Rieti,PESCOROCCHIANO,1872,Comune,158.375,-,42.624,114.441,-,9.682,29.658,10.925,4.300,-,-,-,-,5.301,375.307,24.030,244.305,643.642,58.31
2022,057050,Lazio,Rieti,PETRELLA SALTO,1026,Comune,91.525,-,30.120,82.637,-,4.891,17.726,3.825,-,-,-,-,10.150,3.453,244.327,-,208.110,452.437,54.00
2022,057051,Lazio,Rieti,POGGIO BUSTONE,1959,Comune,-,-,25.920,49.272,-,3.514,12.735,4.865,0.870,-,-,-,25.495,2.481,125.151,-,537.440,662.591,18.89
2022,057052,Lazio,Rieti,POGGIO CATINO,1269,Comune,122.665,-,36.680,64.344,-,5.498,19.928,4.738,2.630,-,-,-,17.450,3.882,277.815,-,118.830,396.645,70.04
2022,057053,Lazio,Rieti,POGGIO MIRTETO,6140,Comune,552.295,-,249.436,288.324,-,33.062,101.273,13.495,-,0.821,-,-,-,18.101,1256.807,55.270,609.745,1921.822,65.40
2022,057054,Lazio,Rieti,POGGIO MOIANO,2808,Vedi aggregazione: Unione 'Alta Sabina',-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,057055,Lazio,Rieti,POGGIO NATIVO,2592,Comune,230.940,-,67.410,126.169,-,10.605,38.438,14.618,0.650,0.420,-,-,20.330,7.483,517.062,-,269.582,786.644,65.73
2022,057056,Lazio,Rieti,POGGIO SAN LORENZO,547,Comune,50.610,-,16.110,27.235,-,13.720,5.880,5.995,1.160,0.390,-,-,5.690,-,126.790,-,53.170,179.960,70.46
2022,057057,Lazio,Rieti,POSTA,557,Comune,54.445,-,30.970,59.257,-,3.442,12.477,9.770,2.850,0.003,-,-,15.030,2.431,190.674,-,96.610,287.284,66.37
2022,057058,Lazio,Rieti,POZZAGLIA SABINA,301,Vedi aggregazione: Unione 'Alta Sabina',-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,057059,Lazio,Rieti,RIETI,45276,Comune,3367.200,924.000,2272.240,2106.587,887.000,334.081,438.810,322.240,1.000,37.490,117.100,636.380,593.660,179.741,12217.530,-,9857.910,22075.440,55.34
2022,057060,Lazio,Rieti,RIVODUTRI,1149,Comune,84.825,-,37.190,60.037,-,5.538,20.072,4.185,-,-,-,-,6.470,3.910,222.227,-,111.580,333.807,66.57
2022,057062,Lazio,Rieti,ROCCA SINIBALDA,791,Comune,42.385,-,28.752,52.160,-,5.397,16.532,3.985,-,-,9.800,-,7.630,2.955,169.596,-,151.518,321.114,52.82
2022,057061,Lazio,Rieti,ROCCANTICA,545,Comune,31.715,-,14.260,21.768,-,1.427,5.171,4.443,-,0.095,-,-,13.120,2.015,94.013,-,43.760,137.773,68.24
2022,057063,Lazio,Rieti,SALISANO,471,Comune,32.340,-,11.520,21.474,-,1.844,6.685,3.940,-,-,-,-,6.600,1.302,85.706,-,39.625,125.331,68.38
2022,057064,Lazio,Rieti,SCANDRIGLIA,3255,Aggregazione: Unione 'Alta Sabina',752.006,-,271.292,427.234,-,41.826,128.118,46.968,44.280,0.455,-,12.320,235.406,22.899,1982.804,-,989.170,2971.974,66.72
2022,057065,Lazio,Rieti,SELCI,1109,Comune,69.265,-,28.730,43.771,-,4.324,16.413,5.653,3.640,0.215,-,-,11.020,3.053,186.085,-,83.655,269.740,68.99
2022,057066,Lazio,Rieti,STIMIGLIANO,2177,Comune,203.775,-,60.920,63.280,7.040,11.500,61.780,-,-,-,-,-,14.960,-,423.255,-,148.090,571.345,74.08
2022,057067,Lazio,Rieti,TARANO,1387,Comune,180.465,-,46.730,68.762,-,6.127,22.206,6.935,-,0.240,-,-,12.870,4.326,348.660,-,86.790,435.450,80.07
2022,057068,Lazio,Rieti,TOFFIA,1075,Comune,67.110,-,20.178,42.939,-,4.712,14.433,8.125,2.630,0.650,-,-,-,2.580,163.356,18.810,105.530,287.696,56.78
2022,057070,Lazio,Rieti,TORRI IN SABINA,1211,Comune,96.285,-,38.870,83.775,-,8.706,26.666,4.780,-,0.205,-,-,9.420,4.766,273.472,-,198.030,471.502,58.00
