anno,IstatComune,Regione,Provincia,Comune,Popolazione,Dato riferito a,Frazione umida(1) (t),Verde (t),Carta e cartone (t),Vetro (t),Legno (t),Metallo (t),Plastica (t),RAEE (t),Tessili (t),Selettiva (t),Rifiuti da C e D (t),Pulizia stradale a recupero (t),Ingombranti misti a recupero (t),Altro (t),Totale RD (t),Ingombranti a smaltimento (t),Indifferenziato (t),Totale RU (t),Percentuale RD (%)
2019,058101,Lazio,Roma,SARACINESCO,168,Vedi aggregazione: UNIONE DEI COMUNI VALLE DEL GIOVENZANO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2019,058102,Lazio,Roma,SEGNI,9139,Comune,51.421,-,61.918,56.075,-,8.675,69.253,-,20.670,0.305,-,-,-,12.266,280.583,27.400,3832.543,4140.526,6.78
2019,058103,Lazio,Roma,SUBIACO,8699,Comune,768.560,13.860,379.610,192.157,76.880,112.528,346.063,49.517,26.380,0.885,-,51.180,130.850,42.034,2190.504,-,1058.310,3248.814,67.43
2019,058104,Lazio,Roma,TIVOLI,54366,Comune,6365.610,641.210,2719.220,3205.544,-,362.478,762.565,338.315,341.270,43.300,749.850,140.930,732.840,251.812,16654.945,-,5845.430,22500.375,74.02
2019,058105,Lazio,Roma,TOLFA,4954,Comune,459.252,47.660,203.640,198.480,49.860,21.400,152.040,32.708,17.640,4.140,73.845,0.990,81.400,-,1343.055,-,486.870,1829.925,73.39
2019,058106,Lazio,Roma,TORRITA TIBERINA,1052,Comune,47.705,-,25.790,46.955,6.040,-,26.740,3.420,0.100,-,-,-,-,-,156.750,4.420,167.239,328.409,47.73
2019,058107,Lazio,Roma,TREVIGNANO ROMANO,5641,Comune,677.919,214.820,343.470,325.460,108.380,84.750,217.350,54.870,8.240,6.960,88.275,40.980,128.770,0.830,2301.074,-,751.900,3052.974,75.37
2019,058108,Lazio,Roma,VALLEPIETRA,256,Comune,4.100,-,12.610,22.281,-,0.427,8.130,-,-,-,-,-,4.520,0.604,52.672,-,83.480,136.152,38.69
2019,058109,Lazio,Roma,VALLINFREDA,288,Comune,2.000,-,4.340,6.780,-,-,2.300,-,-,0.050,-,-,-,-,15.470,-,78.580,94.050,16.45
2019,058110,Lazio,Roma,VALMONTONE,15206,Comune,1564.060,259.570,728.740,349.462,114.655,85.744,715.287,86.146,27.410,14.394,174.620,88.330,261.200,78.373,4547.992,-,2369.800,6917.792,65.74
2019,058111,Lazio,Roma,VELLETRI,52937,Comune,6176.880,1467.080,2138.240,1074.928,675.920,281.538,2462.238,295.262,225.080,33.343,307.120,356.160,1396.060,339.126,17228.975,-,4795.280,22024.255,78.23
2019,058112,Lazio,Roma,VICOVARO,3734,Aggregazione: UNIONE COMUNI VALLE USTICA,515.950,6.340,191.600,267.347,59.010,37.868,190.331,34.460,19.660,4.080,57.030,-,30.450,18.533,1432.660,-,524.040,1956.700,73.22
2019,058113,Lazio,Roma,VIVARO ROMANO,156,Vedi aggregazione: UNIONE COMUNI MEDANIENE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2019,058114,Lazio,Roma,ZAGAROLO,17912,Comune,1347.680,251.890,525.090,393.950,145.000,76.200,520.867,76.153,51.590,24.237,170.320,175.840,336.080,51.453,4146.350,-,2383.540,6529.890,63.50
2019,056001,Lazio,Viterbo,ACQUAPENDENTE,5369,Comune,481.930,-,310.210,-,58.130,46.080,-,49.970,-,2.060,80.955,-,-,-,1029.335,45.240,612.910,1687.485,61.00
2019,056002,Lazio,Viterbo,ARLENA DI CASTRO,817,Comune,47.580,-,19.520,-,-,-,-,-,-,0.030,12.555,-,-,-,79.685,-,114.120,193.805,41.12
2019,056003,Lazio,Viterbo,BAGNOREGIO,3492,Comune,277.836,99.730,174.730,149.623,63.480,25.650,93.600,52.090,4.460,5.030,-,-,43.180,0.410,989.819,-,598.550,1588.369,62.32
2019,056004,Lazio,Viterbo,BARBARANO ROMANO,1016,Comune,34.100,9.210,28.500,41.540,19.830,9.960,28.700,9.270,7.740,0.900,-,-,6.260,-,196.010,-,242.180,438.190,44.73
2019,056006,Lazio,Viterbo,BASSANO IN TEVERINA,1258,Comune,107.510,6.120,44.060,63.065,2.620,9.135,33.610,-,-,0.261,-,-,27.280,-,293.661,-,117.600,411.261,71.41
2019,056005,Lazio,Viterbo,BASSANO ROMANO,4583,Comune,353.260,5.340,211.520,75.560,-,25.040,97.740,18.055,-,0.740,70.935,-,-,-,858.190,33.540,658.140,1549.870,55.37
2019,056007,Lazio,Viterbo,BLERA,3059,Comune,183.650,5.440,106.779,95.672,29.930,14.120,68.704,16.630,-,2.076,-,-,44.300,7.310,574.611,-,380.340,954.951,60.17
2019,056008,Lazio,Viterbo,BOLSENA,3832,Comune,149.250,74.160,155.620,245.260,65.240,24.630,115.860,30.390,12.440,1.923,57.975,-,57.080,1.040,990.868,-,1540.340,2531.208,39.15
2019,056009,Lazio,Viterbo,BOMARZO,1695,Comune,158.430,5.810,76.290,75.294,1.420,11.815,56.825,-,4.250,0.431,-,-,17.070,-,407.635,-,146.840,554.475,73.52
2019,056010,Lazio,Viterbo,CALCATA,892,Comune,69.691,-,31.018,49.050,-,-,26.852,0.260,-,0.340,-,-,17.210,-,194.421,-,90.440,284.861,68.25
2019,056011,Lazio,Viterbo,CANEPINA,2984,Comune,304.540,-,131.790,116.522,-,21.388,76.950,3.500,-,0.690,-,-,56.870,-,712.250,-,290.200,1002.450,71.05
2019,056012,Lazio,Viterbo,CANINO,5206,Comune,424.210,4.240,191.480,177.580,75.650,19.780,127.880,27.350,-,0.082,-,-,25.620,-,1073.872,-,732.580,1806.452,59.45
2019,056013,Lazio,Viterbo,CAPODIMONTE,1671,Comune,163.466,98.740,83.420,71.654,1.170,19.580,7.090,21.240,7.750,0.130,25.350,-,105.900,-,605.490,-,396.390,1001.880,60.44
2019,056014,Lazio,Viterbo,CAPRANICA,6448,Comune,612.050,143.160,347.096,224.372,2.720,-,-,-,20.955,0.666,-,-,9.790,-,1360.809,-,470.220,1831.029,74.32
2019,056015,Lazio,Viterbo,CAPRAROLA,5261,Comune,367.640,202.580,216.900,136.477,115.956,77.720,208.560,59.300,15.740,4.742,-,-,134.180,7.440,1547.235,-,966.060,2513.295,61.56
2019,056016,Lazio,Viterbo,CARBOGNANO,1912,Comune,172.450,-,80.930,79.060,-,2.660,60.700,-,9.380,1.027,-,-,31.110,-,437.317,-,189.540,626.857,69.76
2019,056017,Lazio,Viterbo,CASTEL SANT'ELIA,2498,Comune,168.220,87.640,93.625,103.860,25.980,20.560,101.700,11.585,-,-,-,-,86.420,2.480,702.070,-,240.180,942.250,74.51
2019,056018,Lazio,Viterbo,CASTIGLIONE IN TEVERINA,2292,Comune,138.520,-,101.380,80.770,-,14.970,60.020,18.430,-,2.030,-,-,-,-,416.120,31.760,175.580,623.460,66.74
2019,056019,Lazio,Viterbo,CELLENO,1293,Comune,142.760,-,54.320,59.180,-,-,43.780,-,-,0.063,-,4.560,11.160,-,315.823,-,121.600,437.423,72.20
2019,056020,Lazio,Viterbo,CELLERE,1094,Comune,-,-,8.320,-,-,2.180,1.680,6.370,-,0.050,-,-,-,0.210,18.810,28.520,362.120,409.450,4.59
2019,056021,Lazio,Viterbo,CIVITA CASTELLANA,15614,Comune,813.800,6.500,1119.630,533.670,162.140,-,480.810,-,-,0.070,18.200,-,1.120,3.360,3139.300,-,1562.700,4702.000,66.77
2019,056022,Lazio,Viterbo,CIVITELLA D'AGLIANO,1540,Comune,36.510,-,49.220,46.380,-,15.650,57.050,18.890,3.100,0.602,-,-,94.480,-,321.882,-,264.940,586.822,54.85
2019,056023,Lazio,Viterbo,CORCHIANO,3582,Comune,444.280,7.320,118.722,131.400,51.230,31.630,109.370,27.353,17.060,3.350,25.200,-,28.620,-,995.535,-,165.890,1161.425,85.72
2019,056024,Lazio,Viterbo,FABRICA DI ROMA,8113,Comune,634.400,142.720,327.990,-,8.400,11.730,232.700,10.960,-,16.280,-,-,32.870,22.550,1440.600,-,575.760,2016.360,71.45
2019,056025,Lazio,Viterbo,FALERIA,2043,Comune,105.280,-,63.240,72.660,22.400,26.830,74.325,15.900,-,0.450,-,-,44.720,-,425.805,-,208.940,634.745,67.08
2019,056026,Lazio,Viterbo,FARNESE,1420,Comune,129.050,9.160,46.437,75.393,19.680,11.740,-,14.855,5.260,1.090,-,-,16.360,0.750,329.775,-,149.720,479.495,68.78
2019,056027,Lazio,Viterbo,GALLESE,2699,Comune,136.270,32.210,91.880,113.660,32.250,10.770,78.010,13.580,11.480,3.030,40.920,-,32.320,-,596.380,-,277.200,873.580,68.27
2019,056028,Lazio,Viterbo,GRADOLI,1285,Comune,139.290,3.670,58.470,81.350,-,6.030,44.550,13.630,3.120,0.152,19.410,-,36.740,-,406.412,-,153.740,560.152,72.55
2019,056029,Lazio,Viterbo,GRAFFIGNANO,2199,Comune,199.340,-,82.400,80.940,-,-,66.100,0.290,-,0.091,0.910,-,13.950,-,444.021,-,148.140,592.161,74.98
2019,056030,Lazio,Viterbo,GROTTE DI CASTRO,2515,Comune,271.540,26.260,110.500,107.170,-,16.530,63.830,18.280,5.570,0.100,37.965,-,-,-,657.745,68.790,301.980,1028.515,63.95
2019,056031,Lazio,Viterbo,ISCHIA DI CASTRO,2215,Comune,-,-,70.860,-,41.860,18.320,13.040,27.535,-,1.250,33.525,-,-,-,206.390,22.160,481.990,710.540,29.05
2019,056032,Lazio,Viterbo,LATERA,795,Comune,85.170,-,36.490,-,-,-,-,1.250,-,0.060,-,-,-,-,122.970,2.320,85.640,210.930,58.30
2019,056033,Lazio,Viterbo,LUBRIANO,889,Comune,56.800,-,46.440,46.150,-,-,28.520,4.210,4.300,0.370,-,-,24.460,-,211.250,-,148.960,360.210,58.65
2019,056034,Lazio,Viterbo,MARTA,3326,Comune,358.930,-,185.170,-,51.140,27.690,-,15.390,-,2.280,-,-,53.240,-,693.840,-,410.000,1103.840,62.86
2019,056035,Lazio,Viterbo,MONTALTO DI CASTRO,8785,Comune,375.020,957.320,302.410,280.570,144.400,22.230,190.240,98.860,19.590,1.500,116.980,360.306,82.060,44.960,2996.446,-,4550.660,7547.106,39.70
2019,056037,Lazio,Viterbo,MONTE ROMANO,1928,Comune,71.170,-,62.654,44.205,17.720,12.730,65.171,7.235,-,-,-,-,-,-,280.885,24.320,359.040,664.245,42.29
2019,056036,Lazio,Viterbo,MONTEFIASCONE,13053,Comune,1748.049,222.690,704.065,507.600,197.640,70.000,27.580,117.035,46.580,17.265,197.805,232.340,141.320,4.690,4234.659,-,1365.280,5599.939,75.62
2019,056038,Lazio,Viterbo,MONTEROSI,4574,Comune,408.360,141.770,145.060,215.580,141.550,2.860,119.400,28.950,-,0.280,-,4.920,141.320,0.790,1350.840,-,481.520,1832.360,73.72
2019,056039,Lazio,Viterbo,NEPI,8963,Comune,658.340,640.320,845.410,864.010,255.840,99.390,286.720,93.760,50.000,40.260,-,-,-,-,3834.050,-,1464.240,5298.290,72.36
2019,056040,Lazio,Viterbo,ONANO,971,Comune,99.610,-,29.020,65.480,-,3.700,-,5.655,-,0.090,-,-,-,-,203.555,15.550,97.550,316.655,64.28
2019,056041,Lazio,Viterbo,ORIOLO ROMANO,3690,Comune,374.186,114.320,174.910,143.230,87.540,42.570,171.018,41.100,11.680,3.080,57.510,54.060,37.602,0.040,1312.846,20.248,254.660,1587.754,82.69
2019,056042,Lazio,Viterbo,ORTE,9216,Comune,507.380,15.200,412.460,275.527,85.540,18.297,6.769,61.450,-,2.232,2.180,-,-,2.637,1389.672,6.640,1755.400,3151.712,44.09
2019,056043,Lazio,Viterbo,PIANSANO,1968,Comune,190.160,5.480,96.330,61.380,58.280,18.490,46.570,34.350,-,0.059,29.580,4.160,31.020,-,575.859,-,159.580,735.439,78.30
2019,056044,Lazio,Viterbo,PROCENO,529,Comune,52.560,-,49.930,30.190,-,-,16.180,-,-,0.078,-,-,3.800,12.080,164.818,-,46.600,211.418,77.96
2019,056045,Lazio,Viterbo,RONCIGLIONE,8331,Comune,680.660,132.480,431.960,685.630,131.210,33.460,271.270,54.810,18.380,1.920,-,97.440,43.540,63.830,2646.590,-,1160.920,3807.510,69.51
2019,056047,Lazio,Viterbo,SAN LORENZO NUOVO,2032,Comune,212.500,4.920,95.980,90.410,14.820,6.600,-,17.280,-,0.820,-,-,13.860,-,457.190,-,225.450,682.640,66.97
2019,056048,Lazio,Viterbo,SORIANO NEL CIMINO,8011,Comune,611.980,37.030,242.389,240.128,21.640,28.661,182.868,121.080,-,10.727,-,47.930,124.690,4.120,1673.243,-,1127.060,2800.303,59.75
2019,056049,Lazio,Viterbo,SUTRI,6482,Comune,-,20.520,111.820,137.490,25.500,-,15.910,27.488,-,-,-,-,69.270,69.580,477.578,-,2855.820,3333.398,14.33
2019,056050,Lazio,Viterbo,TARQUINIA,16148,Comune,660.030,576.210,730.620,554.410,386.120,152.760,438.110,101.930,57.980,64.690,246.150,474.200,162.260,6.590,4612.060,-,6725.080,11337.140,40.68
2019,056051,Lazio,Viterbo,TESSENNANO,306,Comune,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,119.420,119.420,-
2019,056052,Lazio,Viterbo,TUSCANIA,8260,Comune,-,25.120,113.050,125.417,146.380,29.040,53.700,36.500,18.920,0.320,14.700,-,-,2.897,566.045,52.520,3591.190,4209.755,13.45
2019,056053,Lazio,Viterbo,VALENTANO,2795,Comune,280.080,70.880,167.140,125.220,-,8.840,74.030,32.450,10.280,0.264,-,1.860,74.460,-,845.504,-,282.060,1127.564,74.99
2019,056054,Lazio,Viterbo,VALLERANO,2480,Comune,228.250,21.680,91.190,108.785,40.470,7.700,81.115,16.630,-,0.510,17.880,26.280,11.080,-,651.570,-,249.060,900.630,72.35
2019,056055,Lazio,Viterbo,VASANELLO,3914,Comune,284.340,31.090,131.000,156.120,58.190,10.960,116.416,23.810,9.680,0.730,25.730,70.520,15.890,-,934.476,-,383.240,1317.716,70.92
2019,056056,Lazio,Viterbo,VEJANO,2187,Comune,142.060,16.520,48.900,98.804,28.680,11.784,74.580,16.135,6.300,-,33.300,-,-,4.732,481.795,21.340,198.920,702.055,68.63
2019,056057,Lazio,Viterbo,VETRALLA,13525,Comune,-,15.600,455.275,241.590,77.580,48.970,197.650,72.073,18.600,4.160,55.420,101.510,51.840,-,1340.268,-,5609.770,6950.038,19.28
2019,056058,Lazio,Viterbo,VIGNANELLO,4385,Comune,314.260,33.680,141.930,169.165,63.020,11.920,126.099,25.830,8.820,0.925,27.880,60.520,17.250,-,1001.299,-,510.220,1511.519,66.25
2019,056046,Lazio,Viterbo,VILLA SAN GIOVANNI IN TUSCIA,1237,Comune,-,-,28.020,24.780,24.390,11.670,20.380,8.120,-,0.345,-,-,-,-,117.705,7.680,153.400,278.785,42.22
2019,056059,Lazio,Viterbo,VITERBO,65911,Comune,5293.842,80.050,3490.088,3461.280,241.990,242.000,676.780,162.127,241.630,15.722,-,1007.420,326.250,307.853,15547.032,-,11369.720,26916.752,57.76
2019,056060,Lazio,Viterbo,VITORCHIANO,5207,Comune,445.590,54.760,232.990,213.020,47.960,63.710,132.400,-,-,2.630,-,129.640,41.620,3.500,1367.820,-,330.490,1698.310,80.54
2020,060001,Lazio,Frosinone,ACQUAFONDATA,267,Vedi aggregazione: Unione Comuni 'Val Comino',-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,060002,Lazio,Frosinone,ACUTO,1882,Comune,182.660,0.210,59.820,51.751,-,7.036,132.607,20.050,9.640,0.158,-,-,21.110,9.938,494.980,-,188.040,683.020,72.47
2020,060003,Lazio,Frosinone,ALATRI,27495,Comune,3159.900,287.160,1359.030,1769.490,-,106.431,519.080,159.225,48.942,17.155,69.680,58.410,629.950,147.128,8331.582,-,2987.370,11318.952,73.61
2020,060004,Lazio,Frosinone,ALVITO,2533,Aggregazione: Unione Comuni 'Val Comino',-,-,246.984,532.179,18.980,28.354,84.204,28.940,4.320,0.115,-,-,57.410,56.244,1057.729,-,1630.148,2687.877,39.35
2020,060005,Lazio,Frosinone,AMASENO,4215,Comune,270.410,-,154.180,291.543,-,16.571,60.090,12.400,2.270,-,-,-,12.710,23.386,843.560,-,399.680,1243.240,67.85
2020,060006,Lazio,Frosinone,ANAGNI,20988,Comune,1936.580,2.380,1152.240,1250.617,-,77.561,281.158,63.700,42.580,0.580,-,-,226.390,109.554,5143.340,-,2517.480,7660.820,67.14
2020,060007,Lazio,Frosinone,AQUINO,4958,Comune,491.160,57.660,185.460,274.054,-,18.323,66.423,-,13.250,0.500,-,-,54.820,25.880,1187.530,-,662.520,1850.050,64.19
2020,060008,Lazio,Frosinone,ARCE,5458,Comune,271.500,7.100,192.580,311.180,-,14.824,53.737,29.950,9.581,0.588,-,1.540,116.760,20.939,1030.279,-,936.920,1967.199,52.37
2020,060009,Lazio,Frosinone,ARNARA,2252,Comune,101.480,-,41.570,129.473,-,27.553,107.282,3.660,-,-,-,-,-,11.121,422.140,5.590,254.980,682.710,61.83
2020,060010,Lazio,Frosinone,ARPINO,6880,Comune,511.160,-,195.050,369.423,-,21.545,79.700,21.000,5.490,0.930,-,-,-,30.432,1234.730,48.400,772.620,2055.750,60.06
2020,060011,Lazio,Frosinone,ATINA,4147,Comune,263.480,6.190,305.640,207.890,3.160,3.180,1.140,11.240,5.050,0.748,-,-,-,-,807.718,-,598.120,1405.838,57.46
2020,060012,Lazio,Frosinone,AUSONIA,2429,Comune,151.680,-,111.060,127.004,-,6.651,24.111,5.350,2.760,0.360,-,-,28.710,9.395,467.080,-,251.200,718.280,65.03
2020,060013,Lazio,Frosinone,BELMONTE CASTELLO,686,Vedi aggregazione: Unione Comuni 'Val Comino',-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,060014,Lazio,Frosinone,BOVILLE ERNICA,8415,Comune,356.640,-,170.080,626.969,-,20.795,75.383,23.940,-,0.396,-,1.340,45.780,29.373,1350.696,-,1322.500,2673.196,50.53
2020,060015,Lazio,Frosinone,BROCCOSTELLA,2702,Comune,147.440,-,85.360,118.670,1.270,-,0.160,5.990,4.270,0.110,-,-,3.980,0.160,367.410,-,488.240,855.650,42.94
2020,060016,Lazio,Frosinone,CAMPOLI APPENNINO,1623,Comune,-,-,32.280,68.340,-,0.449,1.627,7.610,-,0.470,1.570,-,20.290,0.634,133.270,-,236.520,369.790,36.04
2020,060017,Lazio,Frosinone,CASALATTICO,510,Comune,-,-,9.990,27.150,-,1.176,4.263,0.450,-,-,-,-,1.130,1.661,45.820,-,43.540,89.360,51.28
2020,060018,Lazio,Frosinone,CASALVIERI,2473,Comune,-,-,74.170,145.823,4.640,9.145,30.773,9.980,1.860,-,-,-,11.440,11.249,299.080,-,382.900,681.980,43.86
2020,060019,Lazio,Frosinone,CASSINO,36041,Comune,3758.800,281.190,3089.450,2058.220,69.040,32.150,4.860,64.874,83.000,3.122,133.340,484.350,622.155,1.013,10685.564,-,5367.726,16053.290,66.56
2020,060020,Lazio,Frosinone,CASTELLIRI,3259,Comune,282.382,-,136.840,212.823,-,12.810,46.435,9.752,-,0.218,-,-,8.070,18.092,727.422,-,292.675,1020.097,71.31
2020,060021,Lazio,Frosinone,CASTELNUOVO PARANO,869,Comune,-,-,7.580,8.420,-,-,-,-,-,-,-,-,-,-,16.000,-,386.129,402.129,3.98
2020,060023,Lazio,Frosinone,CASTRO DEI VOLSCI,4539,Comune,258.200,2.370,154.190,177.570,-,-,50.370,10.315,6.170,-,-,-,23.670,-,682.855,-,357.360,1040.215,65.65
2020,060022,Lazio,Frosinone,CASTROCIELO,3862,Comune,-,-,265.620,222.586,-,18.695,52.944,8.785,10.060,0.699,-,-,21.830,20.630,621.849,-,751.780,1373.629,45.27
2020,060024,Lazio,Frosinone,CECCANO,22310,Comune,1899.940,419.630,1011.100,1807.411,68.720,157.948,1.100,0.240,59.100,0.627,49.660,-,258.540,129.492,5863.507,-,2221.682,8085.189,72.52
2020,060025,Lazio,Frosinone,CEPRANO,8354,Comune,801.660,107.940,355.970,535.932,34.300,33.922,127.656,51.380,32.480,1.288,-,-,94.250,107.215,2283.993,-,789.955,3073.948,74.30
2020,060026,Lazio,Frosinone,CERVARO,7834,Comune,546.260,22.140,235.920,452.499,-,24.841,90.053,25.920,-,0.080,-,-,57.000,35.087,1489.800,-,1079.460,2569.260,57.99
2020,060027,Lazio,Frosinone,COLFELICE,1826,Comune,90.940,-,51.430,66.300,-,3.904,45.535,2.672,2.700,0.130,-,-,8.080,17.560,289.251,-,272.740,561.991,51.47
2020,060029,Lazio,Frosinone,COLLE SAN MAGNO,642,Comune,92.660,-,14.020,31.695,-,1.435,5.202,-,3.590,-,-,-,12.780,2.027,163.410,-,42.400,205.810,79.40
2020,060028,Lazio,Frosinone,COLLEPARDO,893,Comune,70.420,-,21.960,58.927,-,2.744,9.942,1.360,-,0.200,-,-,8.800,3.872,178.224,-,85.360,263.584,67.62
2020,060030,Lazio,Frosinone,CORENO AUSONIO,1551,Comune,37.080,0.380,35.270,43.020,5.940,3.880,68.860,9.031,6.890,0.513,-,-,22.150,-,233.014,-,283.690,516.704,45.10
2020,060031,Lazio,Frosinone,ESPERIA,3789,Comune,133.240,-,88.340,193.885,0.480,11.739,42.554,6.280,17.600,0.505,-,-,42.620,16.582,553.825,-,345.460,899.285,61.59
2020,060032,Lazio,Frosinone,FALVATERRA,541,Comune,41.280,-,10.890,29.117,-,1.561,5.658,2.483,-,0.030,-,-,9.240,2.205,102.463,-,96.900,199.363,51.40
2020,060033,Lazio,Frosinone,FERENTINO,19853,Comune,1271.160,24.590,987.030,973.996,-,43.672,158.314,82.660,25.420,0.770,-,23.720,106.730,63.228,3761.290,-,5262.679,9023.969,41.68
2020,060034,Lazio,Frosinone,FILETTINO,501,Comune,0.620,-,27.670,25.805,-,0.637,2.308,4.580,-,-,-,-,7.480,0.899,70.000,-,226.980,296.980,23.57
2020,060035,Lazio,Frosinone,FIUGGI,10173,Comune,1090.610,16.090,672.240,424.980,-,38.544,462.528,45.365,13.266,-,8.600,205.340,197.160,130.060,3304.783,-,1659.740,4964.523,66.57
2020,060036,Lazio,Frosinone,FONTANA LIRI,2783,Comune,231.050,-,90.530,84.435,3.580,4.400,63.000,10.245,9.730,-,-,2.300,25.435,24.660,549.365,-,381.180,930.545,59.04
2020,060037,Lazio,Frosinone,FONTECHIARI,1270,Comune,27.460,-,22.130,62.780,2.530,4.667,9.456,3.700,-,-,-,-,2.760,3.627,139.110,-,151.560,290.670,47.86
2020,060038,Lazio,Frosinone,FROSINONE,44485,Comune,5361.040,517.930,4384.260,3036.916,317.780,240.869,748.297,201.285,190.340,21.682,56.180,509.900,327.050,279.677,16193.207,-,6410.180,22603.387,71.64
2020,060039,Lazio,Frosinone,FUMONE,2021,Comune,110.580,-,47.920,90.040,-,15.560,51.940,13.470,4.540,-,-,-,22.470,-,356.520,-,160.920,517.440,68.90
2020,060040,Lazio,Frosinone,GALLINARO,1217,Vedi aggregazione: Unione Comuni 'Val Comino',-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,060041,Lazio,Frosinone,GIULIANO DI ROMA,2383,Comune,181.825,0.700,68.660,190.633,-,13.562,49.166,11.940,1.450,0.130,-,-,20.620,19.159,557.845,-,237.700,795.545,70.12
2020,060042,Lazio,Frosinone,GUARCINO,1524,Comune,-,-,11.720,9.408,-,0.837,3.034,-,-,0.200,-,-,-,1.040,26.239,-,618.420,644.659,4.07
2020,060043,Lazio,Frosinone,ISOLA DEL LIRI,11012,Comune,1002.140,55.110,571.100,674.323,-,33.217,120.411,44.815,37.040,1.240,92.580,-,88.520,46.919,2767.415,-,1733.380,4500.795,61.49
2020,060044,Lazio,Frosinone,MONTE SAN GIOVANNI CAMPANO,12307,Comune,746.040,-,405.720,721.668,-,44.414,161.002,42.900,23.330,-,-,-,79.880,62.736,2287.690,-,1460.000,3747.690,61.04
2020,060045,Lazio,Frosinone,MOROLO,3181,Comune,200.340,-,127.725,224.329,-,10.978,39.797,9.800,-,0.071,-,-,14.870,15.506,643.416,-,398.310,1041.726,61.76
2020,060046,Lazio,Frosinone,PALIANO,7967,Comune,711.040,-,326.731,476.910,-,29.286,106.169,27.515,13.800,3.872,22.680,29.640,114.750,41.367,1903.760,-,668.395,2572.155,74.01
2020,060047,Lazio,Frosinone,PASTENA,1325,Comune,-,-,6.790,59.016,-,-,3.052,-,-,-,-,-,2.870,3.052,74.780,-,365.940,440.720,16.97
2020,060048,Lazio,Frosinone,PATRICA,3095,Comune,310.000,17.320,179.800,244.887,-,15.518,56.255,27.854,-,0.390,-,-,39.310,21.920,913.254,-,269.600,1182.854,77.21
2020,060049,Lazio,Frosinone,PESCOSOLIDO,1457,Comune,76.200,-,25.610,117.800,-,3.881,14.068,6.960,-,-,-,-,5.720,5.480,255.720,-,157.200,412.920,61.93
2020,060050,Lazio,Frosinone,PICINISCO,1110,Vedi aggregazione: Unione Comuni 'Val Comino',-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,060051,Lazio,Frosinone,PICO,2716,Comune,66.100,-,68.390,131.590,-,8.025,29.090,4.640,-,-,-,-,3.940,11.335,323.110,-,380.500,703.610,45.92
2020,060052,Lazio,Frosinone,PIEDIMONTE SAN GERMANO,6260,Comune,536.920,95.530,282.540,396.040,-,25.318,91.779,-,17.510,1.015,-,-,102.900,35.763,1585.315,-,958.300,2543.615,62.33
2020,060053,Lazio,Frosinone,PIGLIO,4393,Comune,538.790,-,148.860,303.011,-,-,-,12.340,-,0.765,-,17.190,38.700,19.580,1079.236,-,314.640,1393.876,77.43
2020,060054,Lazio,Frosinone,PIGNATARO INTERAMNA,2431,Comune,130.480,-,48.820,257.150,-,-,-,-,-,-,-,-,20.590,-,457.040,-,330.740,787.780,58.02
2020,060055,Lazio,Frosinone,POFI,3966,Comune,-,-,104.100,210.444,-,10.630,38.532,20.733,-,-,-,-,22.900,15.014,422.353,-,701.100,1123.453,37.59
2020,060056,Lazio,Frosinone,PONTECORVO,12496,Comune,44.170,-,57.680,70.319,-,1.643,6.357,15.961,14.610,0.884,-,-,25.930,2.321,239.875,-,5146.340,5386.215,4.45
2020,060057,Lazio,Frosinone,POSTA FIBRENO,1084,Comune,53.440,-,26.900,68.347,-,2.550,9.242,0.940,3.140,-,-,-,-,3.601,168.160,2.180,215.350,385.690,43.60
2020,060058,Lazio,Frosinone,RIPI,5023,Comune,184.490,-,172.460,274.283,-,16.083,58.306,20.710,6.180,0.545,-,-,30.170,22.718,785.945,-,853.440,1639.385,47.94
2020,060059,Lazio,Frosinone,ROCCA D'ARCE,920,Comune,72.020,-,22.120,49.623,-,2.648,9.599,3.630,2.330,-,-,-,6.500,3.740,172.210,-,77.960,250.170,68.84
2020,060060,Lazio,Frosinone,ROCCASECCA,7084,Comune,599.240,38.400,249.160,238.610,-,7.300,170.000,10.010,-,0.447,-,0.150,31.590,70.090,1414.997,-,1016.120,2431.117,58.20
2020,060061,Lazio,Frosinone,SAN BIAGIO SARACINISCO,299,Comune,-,-,10.215,11.628,0.067,0.559,-,0.139,-,-,-,-,-,0.077,22.685,-,85.420,108.105,20.98
2020,060062,Lazio,Frosinone,SAN DONATO VAL DI COMINO,1898,Vedi aggregazione: Unione Comuni 'Val Comino',-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,060063,Lazio,Frosinone,SAN GIORGIO A LIRI,3016,Comune,259.340,-,197.560,247.491,-,-,-,7.740,1.320,0.344,-,-,-,63.229,777.024,27.860,540.900,1345.784,57.74
